ID,Reviews,Satisfaction
335603,one week coreg   generic   12 5 tired moving slow motion   mouth blistered   burned swollen   head hurts   pupils dilated barely see   control bladder   terribly sore over want crawl hole stay   2       daily plus lisinopril   side effects   miserable,Negative
335607,carpels tunnel   drug   could bend hands   could pick anything   intense pain   could barely lift hands   love makers drug   worked 10 years   however drug,Negative
335608,extremely fatigued   dizzy lightheaded   taking 10 mg daily   dr  swears medicine   couldnt pay take   glad works,Negative
335609,retired rn   high heart rate 140   high blood pressure   always gave coreg heart rate high blood pressure extremely low coreg lowers heart rate first allowing time blood fill chambers heart thereby raising blood pressure due blood moved body   must eat 4oz meal food taking coreg blood pressure bottom get extremely low   cut coreg cr extended release pill cut regular coreg   control meds doctors   time check closely   doctors trained big pharma wants money blood pressure med   work   discontinue medication add another blood pressure medicine   patients complained could   hardly afford meds many told blood pressure meds working doctor refused stop added another blood pressure med til blood pressure decreased   consent taking medication body doctor   tell doctor taking something   work waste money useless medicine   normal blood pressure 100 60 140 90   yes 140 90 normal range   borderline high blood pressure   take enough blood pressure meds keep blood pressure normal range without letting get low   lot people kept blood pressure 100 60 low kidneys wo   work well low blood pressure   research medications read pharmaceutical pamphlet completely life may depend upon   since doctors rarely read completely busy   take pamphlet doctor feel med due reason listed pamphlet teach doctor medication doctor watch patients problem,Positive
335616,gave fatigue   lightheaded swelling feet,Negative
335623,best anti hypertensive drug available   take 1 coreg cr day blood pressure great 82 120 side effect problems,Positive
335637,control bp   caused chest tightness   dizziness   blurry vision   back pain   nausea   constant fatigue,Negative
335643,taking diovanhct 320mg amilodipine bp   160 185 100 115   longer take amilodipine   take coreg cr 80mg bp   normal range heart rate finely 90 bpm,Positive
335644,whole time medication worst stomach problems   quit taking,Negative
335648,work   blood pressure increased heart rate jumped almost 40 beats per min   patient using metoprolol worked well except fatigue issues,Negative
335654,first started taking medication   made lightheaded tired   month taking   back old self   lowered blood pressure   however   ran medication   1 day   truly felt awful   doctor advised never run medication   love medication,Positive
335663,also prescribed cozaar along coreg,Positive
335671,nausea   slow heart rate   57 60     still elevated   150 72   started low dose   ive dose 2  day 3 week   ive notified dr   response   calling pharmacist reccommendation reduce dosage,Negative
335754,tring get good bp med   1st day major intestional pain   headache   nausea   got pressure quickly   cant handle side effects   switched norvasc   give bp mds   way many horrible side effects,Negative
335794,medicine builds system   use caution standing seated reclining position   severe dizziness occur stood quickly reclining seated position   good side reduced pulse rate acceptable level following bypass   5   surgery,Positive
335804,take medication night around 7  within 45 minutes getting sleepy,Positive
335856,lowered blood pressure,Positive
335891,missed one day felt heart racing,Positive
335914,causes constantly tired light headed,Negative
336002,im taking 25mg twice daily   2 weeks   poblems sleeping   dizziness   fatigue     wight gain   talking doctor change med,Negative
336057,instructed cardio start high blood pressure   120 60     think high   triple bypass 7 years ago   4 days   severe back pain   fatigue   6 lbs increase weight   stopped taking,Negative
336072,high bloo pressure dropping,Negative
336202,controling bp,Negative
336249,used drug chf lowered blodd pressure much   heart transplant made muscles weak became lethargic   switched another drug returned feeling normal,Negative
336289,unable lose wt   lowered salt intake calories   increased exercise,Positive
336294,feel tired time numerous body aches,Negative
336299,diagnosed hbp 29years   using several anti hbp medicines both parents hbp patienes mother resistant many treatments she tolerated systolic bp levels excess 170 years she lived 85yrs however exercised daily 7 8mnts prior death  taking coerg80mg daily controls bp daily ave  readings 120 75,Positive
